key,source,Translation
CE315E67417179FA0B40B385C1DF38B0,Arrhythmie cardiaque,
8D370626497779E871240DA6D5E3BAC8,"Attention ! Il y a de l'eau !",
8554A1204A3AAEA64A099AA840597FED,Carpe,
FBA845DA4657E25C70B6909B12B92FBA,Carotte,
E7F44BBB40E328638AB927BD31AB161B,Graines de carotte,
D2E67F1E4137A5E471A1A3B2DCE249DB,Tranche de carotte,
C5FA3B224E59F894E54E58AF45693605,Soupe de carottes,
C6EEE8BA4D97BE419FBEA2BE3DD2F84B,Soupe de carottes,
07303CFD46C6CAE928B8939C321FC622,Retour de chariot,
D4433AF940EAEC440D3C44AB05CF51B2,Retour de chariot,
5C0271D54DCDAF36B4244EA0CA87086B,Rue Carter,
6049E272437B1ADD40572FB9A2D68284,Rue Carter,
FAD2567342D475E7AE4435B15B5CEF1D,Rue Carter,
39B22354417CD9CE929BB1AAD3904211,Découper un citrouille de Halloween,
86370FA24B5E08DEFB01EC9E43EB5779,Gravez un visage effrayant dans une citrouille.,
2789F6E149CC50E327D9B68BB9F69545,Caisse enregistreuse,
3E2B86E34CD9B8F3DDDA929772FEE428,Caisse enregistreuse,
947EED43415EE273C31160B433E201CA,Caisse enregistreuse,
DBBFF17B431D7C8E22DEBC9851AA1E22,Caisse enregistreuse,
E7DC1F42413EF7B1C1E10FB156329A63,Caisse enregistreuse,
FCD90F06456C73CD839A8E941DD3CE28,Caisse enregistreuse,
860A71B9496E0EF6374ADBB16A5636B4,Noix de cajou,
872079BF4EDD68E30965B78393188AAB,Poêle en fonte,
22106B3944C95505CD6702BAE88AB1A6,Poêle en fonte,
B94264B8471BFAF376434B831AA8DC2D,Chaussures de canvas à lacets occasions.,
3D35125B47B653A089392DB1D401C886,Livres pour chats,
5642BCC8435E9E1D2664F78EEF240725,Oreilles de chat,
868CAC984F090DB8CB470AB692F40F3F,Réflexes de chat,
475E59B849F1572BB5793A8427AE8652,Rue du Four Catalan,
D403C7904337DB0F2C793EA96912BB63,Rue du Four Catalan,
228A1FA244BD6343EB99378D944D1E7C,Récupérateur,
7E5B86A1408B94A5B3AF86833F80AB49,Poisson-chat,
CD8849F74637E348D183AF8B1F9D3192,Nourriture pour bétail,
9EAB620D4D213812E52B12B38B258193,Chou-fleur,
31B0CE4246497F1D615A72B8A9A4E392,Fait cibler les victimes perdre connaissance.,
3048D1E94B4AB3894C857C8EE70E0FE4,Grotte,
9F6D65BB47A91415BFFF5AA2985BB410,Les grottes peuvent contenir des minerais utiles.,
817DC3784505DABBBF12C4A5A6014605,Caviar,
3C445EF24F1292EA421806BB60C77051,Couchage cellulaire,
49A05F3F4BE54D85B860FFB91EC1D6DC,Couchage cellulaire,
61212FC84E8D060868D1F6821B1AD726,Couchette,
59A8A8954125BAF7987764A4D46D2026,Porte de cellule,
5F8BDE664F5FD5673B8C77A2B0265A87,Porte de cellule,
B4F0A8474508D2583E12B4B9CAABBBE1,Contrôle de porte de cellule,
C9B8BCA043187EDBD92092938DCC02BC,Contrôle de porte de cellule,
010AE45742D8A5841CE784AEC2AED1C1,Téléphone portable,
3C84FE594F3BB5B3A2117293A0B126CC,Toilette de cellule,
855F65434B23C8CAF76D69BBE89CCFA4,Toilette de cellule,
C5060F1C419E460B4241F58A86C7ACA5,Censure des éléments du jeu comme les noms de drogues.,
A0EA491C4B3792D8ED70759B8BA71C7A,Centre,
15A906C94E1598CBAD57CBAD2FFA44B3,Clôture en mailles métalliques,
56D5885545338D14AE69ACA336EAEFB3,Clôture en mailles métalliques,
6E4CD1714703D98E1A608B9A9E06993B,Clôture en mailles métalliques,
BE89FC574146027FD529A8977CBF6B56,Clôture en mailles métalliques,
Chair,Fauteuil,
52BCF25C4B54C513A52239837C04FB64,Filon de chalcopyrite,
9B9D82874F7A3EC8D208A29EC9CFD743,Crayon,
BD93FAE0432ACAC56B0A85A089BCF28D,Tableau blanc,
2FBDCF6E4A7C0DE3D2F3A5B01B4395A3,Ferme Champlain,
E43E39094FB071EB3B410A86210DAE06,Ferme Champlain,
CodeLock_Change,Modifier le code,
CodeLock_Change_Title,Modifier le code,
Change Lock,Modifier le verrou,
ChangeGroupName_Title,Modifier le nom,
F99E06A743CA468CEBBF78867E12A745,Modifier le nom,
TV_SwitchToCamera,Changer la source en Caméra,
TV_SwitchToVideo,Changer la source en lecteur de disque,
TV_SwitchToFile,Changer la source en fichier,
TV_SwitchToLive,Changer la source en télévision en direct,
TV_SwitchToURL,Changer la source en URL,
53168FFE44D3950422C68399AA56E5B6,Étiquette de changement,
ChangeGroupTag_Title,Étiquette de changement,
E8EDC04E479CAC5928497EACF835236F,Changez vos vêtements,
FlipLock_Desc,"Modifie le verrou pour qu'il puisse être verrouillé de l'autre côté.",
4EA49C244180D81F6C99B5A452E317C5,Canal,
7AD65264496206930274E292EA3E483E,Personnage,
Character,Personnage,
92C99ED744A62AA5A2F77EB43F938F3D,Genre du personnage,
3D3E943B40006B14808F8EB050A42199,Nom du personnage,
E98FE15442655DCF3E3B749ED339B459,Charbon,
4547326C4E96F6B73E9F228AFD4125C8,Fournil à charbon,
4C162BE44C53F4653617BF927EA669C7,Comprimés de charbon,
173DAAF340E4B7C0B755228A60A4FB47,Du charbon qui a été raffiné dans un four à chaux. Un combustible utile pour les feux et les fours. Brûle beaucoup plus chaud que le charbon normal.,
1D2F7CE84A61E25A3F8632B60740645A,Chat,
7D6142914F220DFBD3428A8533019299,Type de discussion,
44F7B28749C2030C61F93B971B0E3019,Contenu du type de chat,
B2917C76457670BCB75345BCED756287,Cabanes des hauts Chazy,
0C6FE4204FCDE6567C3A4798C92A2178,Plage du lac Chazy,
ABE7B2F5465B54628B7D8088CA928B82,Département de bateau du lac Chazy,
0FE5D106436052B61FE44C8CFD6A3659,Chazy Lake Dairy Farm,
26F731D54766BC3962D63D924539EF17,Point de vue sur le lac Chazy,
00442441488304C76C6EBF91F4DC028D,Route du lac Chazy,
075C5B314EE927AC55064CAA91138988,Route du lac Chazy,
23467B744247668FEA9CBFB5E097F131,Route du lac Chazy,
7DCF8F3B4DE667A39DE0B69D9B97749E,Route du lac Chazy,
92C3ECAA4852F31CD00E4688FF68FDA7,Route du lac Chazy,
9AE21DEE49AD6E7FBB00DE929519DF59,Route du lac Chazy,
9D1143974860F5E21DA7BF978660C9F0,Route du lac Chazy,
A8177D1F4FF17F2E2117DCAB36B480DB,Route du lac Chazy,
B86413BB40FE29E07E7084A6D64A916D,Route du lac Chazy,
BC23216843399063DD7FFE9D695EA465,Route de Chazy Lake,
C012FA434241DD95EAB345863C6F0CA7,Route de Chazy Lake,
CAE499E64918C94A1412DD9E6BC7BA8D,Route de Chazy Lake,
D584905B42F450E76BB9A78446548DE8,Route de Chazy Lake,
E46AF7704107CC105498E0B4D0BB748F,Route de Chazy Lake,
E5BBE4154B27A381EC95FDB442CF115A,Route de Chazy Lake,
FA028DBE4D70795CB61DD8874BA70112,Route de Chazy Lake,
CheckClock,Vérifier,
CheckConscious,Vérifier,
Plant_Check,Vérifier,
Radiator_Check,Vérifier,
Vehicle_CheckGasTankQuantity,Vérifier,
WeatherGauge_Check,Vérifier,
246D871647B64090C8C913A1DD97643B,Vérifier les munitions,
BloodPressure_Check,Vérifier la pression artérielle,
Check Clock,"Vérifier l'heure",
CheckPower,"Vérifier l'alimentation",
Stethoscope_Check,Vérifier la pulsation,
Thermometer_Check,Vérifier la température,
6034AA60453A9CAC7EDAFCBEFCB71EFC,Vérifiez son État,
33A49EE1471F091BAFC04EB5AE74FB3F,Vérifiez ce qui arrive dans les futures mises à jour.,
509479B24328814D92DFA0B5A287E80A,Vérifiez ce qui arrive dans les futures mises à jour.,
4C95AD2E49D04C16FAA3ADAFC7D8FD8C,Comptoir de caisse,
CF4EECB64299B9A52C61F1B790E87101,Comptoir de caisse,
650904644697540D0E6B3385A4C1424E,Taille des joues,
421B1A1045A7E8B9F7439C82CBCD3BAA,Taille de la pommette,
E079416F492C221A35D62ABC43E70138,Os de la pommette fin,
5E49A27240FF5F886A5F9283816A4E26,Fromage,
E11AA29B4F536177899A78BBD3F1B788,"Chips au Fromage et À L'oignon",
242C6F9A4E1236B1598705904EFF036B,Bretzels au fromage,
27DC348D4BA3D030837A34A3149C786A,Fondue au Fromage,
CA929F044A2CB49A79AC50A6802AD965,Fondue au Fromage,
9BE74ADF460EA19678F77B9D5DE61C51,Pizza au fromage,
E10BFC2B4D3EF794B6CD37A63414581E,Chips de maïs fromage,
9730E0F04E08002436DAC78A1143E9F3,Chef,
39C044BC44947A3CFF05508A4E0A81E1,Chapeau de chef,
D6D4426C40A5B952CF02009613984A5D,Gilet de chef,
423D55EC4AB764D94EA6339372A6124B,Pantalon de chef,
A8D3B68B4E11E4B51D50BB85818FEF28,Pantalon de chef,
F220FFBF4ED13BFC6FE5F0903F363FAC,Nettoyant chimique,
7F66C5FA4F129C413E8F31951999D60A,Chimie,
A9582F32477465D87B496CAFFE27824A,Échiquier,
480C1EEC43A0DFB159F5E29FA08AA59A,Douleur thoracique,
C5368B694DE2C721538A07A5526F8DED,Chic,
6D79A17043376C317EE89D95278B613F,Poulet,
9970CFBA41681985D749408A1CE1B6FE,Bouillon de Poulet,
E00C65F246B729130E2B2BA368B84FE5,Casserole de poulet,
EE2B926C4E59B50E19E89886C24B5FD8,Casserole de poulet,
B5FA8B954DC690A3ABA1508C68A0D30E,Fajita au poulet,
F4DAF2AA4BE6CCBCFFD1709600C5F050,Fajita au poulet,
D6D97120450F1C9F12002D8548077AC8,Ensemble de fajitas au poulet,
77EB002E4523F1891B8E2EB8AC8B5E6C,Aliment pour poulet,
8544F82A456CA68DFB516F814B9B7729,Soupe aux Poulets et Nouilles,
B79F26DF4B281A2AC7BABB8C9A2F83CB,Nouilles au poulet,
E267344A49ED9A5C81BF2D88AC2AB1BF,Chicken Parmesan,
EA9E08604FB21FE3812C5D8C0A3BEA48,Chicken Parmesan,
2CAFD23D4C2A3FCF7659FB9CC218179C,Quesadilla au poulet,
8CB1497F4C90428A30E866BA46839EF9,Quesadilla au poulet,
9CC4C0F04D5A41DB20C65BBFCCF4F679,Acteurs enfants,
758AEC514D598C92957A149185085F41,Chips au piment et au fromage,
27C9F78C438D13162B958D938BDC89C6,Froid,
Temperature_Chilly,Froid,
Face_Chin,Chinois,
02DD675C4143A53A2EA2A39063B8886E,Fissure du menton,
28D3A6CE478B9B72F6143DA9E30E9A33,Profondeur du menton,
BEB3E1B84DE4F7648BC315B4D89D26B7,Hauteur du menton,
EED16A59458B1489C5DF9BA8B00FAE34,Largeur du menton,
BA552EFB448AAD77124D949D567C9288,Tarts explosifs au chocolat,
074FA8B943BA35716DBD17BA076CBC16,Gateau au chocolat,
D6272887494814189355B08268A81D84,Gateau au chocolat,
E0E46F024105DC160594B9BF35B4F2A0,Biscuit aux Pépites de Chocolat,
E0FEE2FA4821DD6AA76890996D8A6FC5,Biscuit aux Pépites de Chocolat,
55089E6A4829CEF211A602A8289FAF35,Boîte de biscuits aux pépites de chocolat,
0C310CB244A63A1B8E0D9CA6888A4E6D,Donut au chocolat,
420B722B4DE94FBC4BC3ACB455B8CE61,Donut au chocolat,
A7C7DE7F44ACDDDDE0E61EAD4A32E16C,Fondue au chocolat,
AB02F11E4B704E099A531B86AD67218D,Fondue au chocolat,
5F670CD6423C9B342AEB41A42DE46BEA,Brique de lait au chocolat,
3464FCA043342260C74F34B01E1A6627,Wagyu haché garni de copeaux de truffe.,
3A6884CE4021E10796C876AEBC924252,Wagyu haché garni de copeaux de truffe.,
0F245ECB47C92B6AC6A8B2A549683568,Église,
7D012DE9480B4EF4B1A4C79939C513AF,"Bannière d'église",
B2ABAC82420C1E94E673ABA6443A020B,"Boîtier d'intersection ecclésiastique",
A4D161DF43E4A990E65375BA8CFD73C2,"Tableau d'affichage de l'église",
E700522A451B7BF7D57719B31463A58D,"Banc d'église",
624306BA4FA9DF91117D9C871F6CA447,"Rue de l'église",
B53BE22043C91EF33417F58F7988429C,"Rue de l'église",
2A3F6C884C1EC929671D7792296A5FCD,Paquet de cigarettes,
7AFF2AB342D4633597B37FB46F0CF9FC,Étagère à cigarettes,
8C38AE204B236E54A724E296D820492B,Étagère à cigarettes,
BC04B0FE41BA57A1E73658AACC0CCD38,Étagère à cigarettes,
F00FE1D34A03303FE5C0E294837ADED5,Étagère à cigarettes,
F9410F9C4D313CA85BDC009530F63CEE,Étagère à cigarettes,
B9A8CA364C87D7C0FF428884E0436135,Cercle de la vie,
3E2A40A94F41293841A1F6815ADA6BAA,Scie circulaire,
4152C37A47B8E39A297137B886BA5EE7,Lame de scie circulaire,
ABA6A91645A0E6F866F5C288F8BC2231,Lame de scie circulaire,
5EEBA66248F17F453CFA3EBE60ED354A,"Pain d'agrumes",
436F151D46338815EC84669CB21EB0C9,Ville,
676BE0014AB327375C75CBA0C0ECDD7D,Bâtiment municipal,
B57625634A433729BE8F43BC6F1B582E,Gilet pare-balles pour civils,
UtilityCabinet_Claim,Revendication,
43E436364B94F586ADF8048C4F2FB840,Clark Hill Acres,
07117D2B4036E41D200144987E917C58,Route Clark Hill,
46C82107499852D24A982587DB923546,Route Clark Hill,
99093C24453FB22769D0268C3F21669E,Route Clark Hill,
2C78C1E74C78BE8E8FE829BBA3C76A3D,Clark St,
34D4477144C28B1C228DBEA443A62238,Rue Clark,
7673DCA4466BC050EF7E5995DB82B4AB,Rue Clark,
82A11B964EB0D6D2A892BFAFDC005F74,Rue Clark,
C7E57B664D61D19469169F8EA49C3F61,Rue Clark,
FF10C61B4D02A976560DB68D781DBDA7,Rue Clark,
2B051FD8419608342186ACB4E8484457,Escargots Classiques,
7C9574F44AE618709B9FCDAE20C01193,Escargots Classiques,
80CA20B543A76D712123FABAF540328B,Drapeau de classe,
61DB5D2E41609ED18091A6B4BE734BB9,Marteau arrache-clous,
0C6F414A43FBE8C9430B7EA8B1C453B8,Épée griffe,
1B984AB449DA47A410C13FB042143D33,Épée griffe,
DAFED5C147E8C0C3A789A8971B823A1C,Vase en argile var. 1,
1415E968480ED2E3AF06FDBF89B87A02,Vase en argile var. 2,
Towel_CleanDebris,Nettoyer les débris,
9A1DB00C49AA1CD1B1C0D8BD1242BECD,Peau propre,
5F48928A4A6A6173E9E887BC6AC0B522,Casserole nettoyante,
974DAA814FC65CFEF3692181DC0B6E34,Casserole nettoyante,
4D0E24B0486D93438F575F8938F510B7,Mouchoirs de nettoyage,
9F62974D44C22D4F8FBBA9ADC00D6A1D,Essuyage,
51F5EC624E579D4FB1BA9FA6386F3A0E,Clair,
BrokenGlass_Clear,Retirer le verre brisé,
WeatherGauge_Cloudy_0,Clair,
WeatherGauge_Fog_20,Clair,
51BDB0564A81BE36440A529D46976464,Verre clair,
F9BE6F6C4A009273A21841B630210109,Revêtement brillant,
6E0FE12D45AB3B05A7FAB89D34C752FC,ClartéRugosité,
9D1ABFF94476D4062BAFB7B54BF36439,Couteau de boucher,
8DD231D043BEF6D9089B6380AE61A77C,Tracteur,
HeatConverter_RecipeTooltip_ValidText,Cliquez pour ajouter aux ingrédients.,
Workbench_RecipeTooltip_ValidText,"Cliquez pour ajouter à la file d'attente.",
Workbench_RecipeTooltip_ValidInQueueText,"Cliquez pour supprimer de la file d'attente.",
B63191234DB920C20F532CBC60F43816,Boîte de clinique,
F50DD1AE4A80869AE9BBA28ADC97B40E,Centre correctionnel de Clinton,
403B2BA44AEDE3722431A6AAF2F6A3E6,Entrepôt Correctionnel Clinton,
37EFD57C489E5B9F7FD0E9BED2E4E85B,Horloge,
A262AA3A486300CB1B7041BCD0F4F76F,Horloge,
Clock,Horloge,
24AC851A4A83287DB38006B5F640AB62,Fermer,
356064604906FC173285389E7BE6E301,Fermer,
BE2B54BD4427E60716401898B90293D0,Fermer,
Close,Fermer,
6C447E5649F2F4BEE0BE18A9FA562F48,Bouton Fermer,
Close Window,Fermer la fenêtre,
3BB72BC6425AAC9C229C2DAB3C5F3615,Tu es proche !,
348414CE4DD28BF9EB7F48AC73459972,"Fermez l'inventaire du conteneur.<cf><cf>Ouvrez votre propre inventaire avec <B>{InventoryKey}</> et équipez votre nouvelle chemise.<cf><cf>Vous pouvez le faire en faisant glisser l'objet sur un emplacement de vêtement, en double-cliquant sur l'objet ou en cliquant sur Équiper dans les options d'utilisation de la chemise.",
412B696C42A40E8B60DA8E8363DCD913,Fermé,
4D0816004FECD86577949AAD9F2BAFC8,Fermé,
7A012F2543A7573C3489BC933224BBED,Fermé,
43BD4DB04BA7B1FFA78C8D8374825FBA,Panneau Fermé,
BF7E4E1A4CCE3971E31DDBA61780DDC7,Placard,
E904ED384696B25A525C03B666D55739,Placard,
BFBB91834F8F0038E5A8A6A9A8554CAF,Bannière en tissu,
CA9FE33141EE9831E4BF55943A2659A8,Bannière en tissu,
4C81AE2B44FE1C97A1326AAEFDA6A621,Banc en tissu,
B55497DF421562B2B04A51A05098E343,Banc en tissu,
C2C4A7E748C6BE3A1359919203082769,Banc en tissu,
7D59B0F74BC80D10A2998A956A5CE8E6,Corde en tissu,
A396519A435860AC07A20E9496A97E91,Corde en tissu,
3D6355964FABDD9CC7393186F7EB6BA0,Déchets de tissus,
1CE9D73F499869E2F6758290F4AE3CB6,Linge à sécher,
C1D3C27E43D0D37514E3ADB94AC505DC,Linge à sécher,
5C3CCF0A437BFACEE93457A29D73DE4C,Les vêtements dans la machine à laver vont devenir plus propres et plus humides avec le temps.,
5DCDAC00444A916C31004F98CF33DA43,Les vêtements dans la machine à laver vont devenir plus propres et plus humides avec le temps.,
0A7FDD7944153E39B3627CB2CACF343C,Vêtements,
002C8AC1413F0CEB96E03FAE04517057,Armoire à vêtements,
F578B83949851DA4E51EA89A153D6CA5,Porte-vêtements,
F0FE529740ED849E793459A29A07E207,Le vêtement que vous portez se dégrade 25 % plus lentement.,
4608233D4A2765E3D6705180306E4FFF,Opacité,
A75D56F94184896110D0B0935FDAB01D,Opacité,
WeatherGauge_Cloudy_66,Nuageux,
289784C341C5295D574CDC9241DCDB7C,Nez de clown,
FE817A464AAE803D178EE0848788E45F,Filon de charbon,
1E505D454AE45538C265418E5E47B363,Cocaïne,
7BC3183D41FD02C88B9A85B6AED7AB43,Cocaïne,
B9574C614C656444DC24578836456EB7,Noix de coco,
CodeLock_Label,Code,
4C23CFC84C530580C842078919764598,Verrou Code,
5EB46C27454FF9B7988200BED0909C52,Verrou Code,
8C54FDF745D0714FD25F4AA393C72917,Verrou Code,
CodeLock_Title,Verrou Code,
665434884FA4E35295C4E5B83BD5A044,Café,
91ABDE2148B6B2A9886DB7AF28579720,Café,
CC42083F4E69E1E6F658318305AF1602,Café,
197F3BE0407F87D2E2A6469A59503F10,Sachet de café,
65F1BA474B673C3AAF7675A979562222,Machine à café,
7567E3584DA6F64954D600856C0C6B96,Machine à café,
AE9D513D4C592F2BF5ABCAA3E0DEC362,Machine à café,
C9F4A75A4EB42C626655BB95D52AEDAC,Machine à café,
69AC6C754209D697393E3CAE172FEC48,Théière à café,
5D80C9DF42DF44373C1D9E800C8B15CB,Table basse,
A84A1CF64671B38AEB587EAD8AE5E3A4,Table basse,
EA9E34A94AD031F545956A9CEDA8313B,Table basse,
36FC13F04A639B60025E8D9304C030E5,Table basse avec tiroirs,
67FDF61B4939CED934D8C99614A0BDEA,Table basse avec tiroirs,
5443B5CF48E4D43F019E728B801F9D16,Distributeur de monnaie,
505A876142D0DAF60B39B2AEAA407AED,Machine à pièces (Travail en cours),
56F180D746CF331263EECEBF04A09832,Coke de charbon,
Cold,Froid,
F2FA27A2491326832B55279A7976A79A,Froid,
Temperature_Cold,Froid,
B1AB677441448FD828155F96C2A0D993,Caverne de Cold Brook,
B928E4F741415CE5863EAD8513C7CA46,Caverne de Cold Brook,
0FEFCE4348DBB0D569ED76A83D102D24,Médicament contre le froid,
67F7D456499844B1A08AF28561AEAB2B,Médicament contre le froid,
343EEDEE49AAA9D52A725083E274F139,"Recueille l'eau souterraine. Se renouvelle lentement au fil du temps.",
B1F41B4E4366E65E76C70E90EAE29831,"Recueille l'eau de pluie pendant la pluie. Doit être placé à l'extérieur pour fonctionner correctement.",
94DB816E4411E200CEA943A57676FC22,"Recueille l'eau de pluie pendant la pluie. Doit être placé à l'extérieur pour fonctionner correctement.",
E3CFEE10496C160E7AC91084A87E8B2A,Étudiant de collège,
898DE7804FFA3DEAEF487FB6EE302CF3,Collision,
Color,Couleur,
SprayPaint_ColorVehicle,Véhicule de couleur,
SprayPaint_ColorVehicle_Tooltip,Colorie le véhicule sur lequel vous regardez.,
CC7D0DAC4E2BC7A003CC2D9E8E3169E2,Peigne,
4302DD9943C78F76512373BB1F9AF183,Combat,
74CF131D4F0DB030C9AA78AAA23A5BFC,Combat,
7959D9944335249EC2113998E7216982,Combat,
C76BB498448871D20AD8DEB8D4EBB075,Combat,
CEC7A0F44A0D23EC7F7C93936A9D66B7,Combat,
DAB709D1431BBAE53B7CF68FD79531C1,Casque de combat,
7C87E16D479C17E0DF6D5084B5263EA8,Couteau de combat,
F08265734EC4838FABEB6CAC54F9EF79,Sac militaire,
7A6381054990A4B2D60F62BF184602C0,Pelle de combat,
7B57A7D641F294A8B0CBF6B19C9DC6AE,Pelle de combat,
C2D6C4524D1E3079A379369D71C28E59,Gilet de combat,
28C9C4C34EBDB52B942748B13089452F,"Rasé vers l'arrière",
82A2F8ED415CFB75E07844AF657D4602,Coiffure rasée du côté,
19BAA03F4408864514176EB496C16D65,Pinces universelles,
7365F7C94C641A6FA04968B74B45CE16,Pinces universelles,
Stress_Comfortable,Confortable,
355FF4C44ABAE2BD5116ED81BDEBD707,Bandes dessinées,
CF479001426673E512C1DD9455C92343,Bâtiment commercial,
475B035C43D9069F992AF98EA8F45BD1,Stockage du commissaire,
980079E2446753365B38198629247F5E,Stockage du commissaire,
417DA93F444D53E883B085BD840E8CBB,Boussole,
72AD9A6445C1E9B51A4DF699369BA7BB,Boussole,
B570B1104E384DA434323280052E1AE0,Terminé,
3F716FBC4CEC0CCE17C3B298706ED36F,Composants,
D454826D4323C735327D7E9E6A614B6D,Composants,
6EEC2DD240E406FA969FCE8FFC74343F,Compost,
1179B80A4B8B162E23E401AA67CAF74C,Bac à compost,
31FB684B4166E567B8E0108D050F414C,Bac à compost,
7BA5B176433FF28836191EA644FB7526,Bac à compost,
7C34A70F4DA628E8AC1D7EB5876F7E47,Compostage,
B6B9D0124DAA01FA1A78B98769301A39,Pansement compressif,
E57BA6E64D8CE97B058CD8915ED597DA,Pansement compressif,
1D316AF24BB19A62D70D4DA7A58F94C7,Savant compromis,
CFFF289E4DF40697747CE79C3B211E39,Ordinateur,
Computer,Ordinateur,
FE985BE942E1D8DA4BD01BAF10DDA242,Concentré,
BAECE0634D1574395DAEE699DD52E628,Sac de Mélange de Béton,
1614AAF74E49FEF815BE4AB5198DBDAF,Pâte de béton,
7D9043E3472B163E4C1752BA62BF53DD,Pâte de béton,
47F4C7A648A5EF0FA8CA028107A5C172,Tuyau en béton,
B28E9E9E4AE24ED08C5C5E8FF4BA7A0B,Tuyau en béton,
E7C3923B4131BC49DD342894A7261A5F,Tuyau en béton,
230D777E44B1AF78C9E425AC84A56895,Commotion cérébrale,
Condition,Condition,
4481CA4549E876963209599D696C7B0C,Confiant,
Stress_Confident,Confiant,
83128D324D0E54A70F4C90AC6DFF72E8,Config,
BC93D7B243019E0B1380A4B4709084C6,Config,
1D993AB542AAB4A7426052B939E576CD,Confirmer,
5D9BF2614A04B1C708A16FA96C512CA7,Confirmer,
9D48A4F145E66EBCF4A05D87EF2FB875,Confirmer,
A214382441109914B76A909F2F427CCF,Confirmer,
B4D5079B4CDCDE429CDB31AEC3A1B82E,Confirmer,
BF3935C04B7FFC5BF00D6199D933D619,Confirmer,
9D86FB174118D65CFEB382B16C1BF242,Perplexe,
3F0F8C254AEC3FA3A9977E8B0B6E07D0,Flacon conique,
E5BCB2AE4E8CA38049F348B4E604123F,Connecté,
Wiring_Connection_NoLoadedParent,Connecté,
Wiring_Connection,Connecté à {Thing},
NetworkFailure_NetGuidMismatch,Échec de la connexion (discord GUID incorrect).,
NetworkFailure_NetChecksumMismatch,Échec de la connexion (votre version VEIN diffère de celle du serveur).,
NetworkFailure_PendingConnectionFailure,Connexion échouée.,
NetworkFailure_OutdatedServer,La connexion a échoué. Le serveur est obsolète.,
NetworkFailure_OutdatedClient,Connexion échouée. Votre jeu est obsolète - veuillez mettre à jour.,
NetworkFailure_ConnectionLost,Connexion perdue.,
NetworkFailure_FailureReceived,"Temps de connexion expiré en raison d'une panne réseau.",
NetworkFailure_ConnectionTimeout,Connexion expirée.,
4DDC72B44D027E41367C4CA7A777FDBE,Théoricien de complot,
26A6FB2C4C54EA43648A73A599F00F3B,Affiche de constellation,
CBBBCA3E48AC55A1C682DA8BA4171653,Construction,
E5728A05452439B73C94DBAD502E5A9D,Construction,
A80922AF46D59850F4F6EB8B79AF8A5B,Zone de construction,
1DC341894EEE60A97E56178199554FA5,Barrière de construction,
42176CBE47BC840707121ABBD04B7D15,Barrière de construction,
476574354FF0C8FDBB7AB090CBF061E6,Barrière de construction,
4AB325764DD01D23009D8A8294273A5A,Barrière de construction,
675AEC744E2918A99C65FA8F46E9793E,Barrière de construction,
981ED4584AE4529AE79122AB778A9BAC,Barrière de construction,
3C33014E404CA3A36174EEA69CBA7D5F,Livre de construction,
306E1E4841E11DFDFF76FFBDAECD3A58,Menu de construction,
36C240394E54C0A2EC7780A62C3270D9,Panneau de construction,
2DFB82794AF1017269DA569F0E335636,Travailleur de la construction,
A9BE41B842717A0CCC257B977043BE6C,Consommables,
C27AF63D4D3CC5C331D0CAA7AFA54367,"Consommer trop d'un objet, tel que l'alcool, peut vous rendre dépendant de celui-ci.",
2F57E05644CC9D0F49CA799E8C9D5799,Consommation,
5033B30E4B7E8FFACB2264A22DA67280,Porte de conteneur,
9FE2CBDC4EE42409614E34909AD96223,Porte de conteneur,
CantWashSelf_NotEnoughWater,Le conteneur ne contient pas assez de liquide.,
Container is empty.,Le conteneur est vide.,
C2F6AFCD4C742390B899E981508B6AC8,Apparition des contenants,
1F03CA9F4A59DDF9B35052AE741E5773,"Contient probablement un gaz respirable qui peut être utilisé sous l'eau ou dans les environnements à faible air.",
FluidTank_ExamineText,Contient {Contents},
GasTank_ExamineText,Contient {Contents},
FluidTank_ExamineText_Whitelist,Contient {Contents},
GasTank_ExamineText_Whitelist,Contient {Contents},
A1CF1D654CD7633F1DCC5C869C5221C5,Dédain,
43D198C34BF6C76B6D6AF2BF798696E4,Censure conviviale du contenu,
Contents,Contenus,
ContentsRemaining,Contenus restants,
2B0DC98F453430066DAA66A99E55964E,Continuer,
CA173B4D4CA927529E22C58E52621D8A,Continuer,
FA4AF7974BA42D11E5E1D9AF1330A696,Continuer à sprinter pendant que vous êtes 100 % fatigué ne cause plus de douleur.,
C2BFD99C43291357503F56B77D89B5F0,Continuer à marcher pieds nus a entraîné une infection modérée aux pieds. Les antibiotiques peuvent aider.,
EDA55BFC475B35105E37DB92EFB6C28A,Continuer à marcher pieds nus vous a entraîné à contracter une grave infection au pied. Des antibiotiques peuvent aider.,
3C7B01894252DAF823472987946A9B0C,Casier à contrebande,
82AA26CD4635E706AC7CF985D9D0F257,Casier à contrebande,
1A17C5ED4DB2D077609E4D9FE7B15DEA,Contributeurs,
FFB082F640333162A72723B9B603C487,Ctrl+clique pour placer les marqueurs.,
397F552E4A88A291068AB8AE9B87E648,Contrôles et caméra,
4E6193F24F7113CD999D70BF845177AF,"Convertit l'eau sale en eau potable (à boire).",
93EAD2BA4FB3CE1E511A0D81068B0CE8,Convertit le minerai et les gravats en lingots.,
